iter	Logloss
0	0.6865557617
10	0.6372011929
20	0.6041469446
30	0.580744332
40	0.5631165103
50	0.5494130586
60	0.5371838489
70	0.5252426739
80	0.5136762181
90	0.501803928
100	0.4929400711
110	0.4850022613
120	0.4776652979
