iter	Logloss
0	0.6871813667
10	0.6409258206
20	0.613768605
30	0.595680966
40	0.5824526268
50	0.5708076926
60	0.5618632679
70	0.5539397592
80	0.5470135114
90	0.5402257038
100	0.5336267106
110	0.5276663021
120	0.5213141926
130	0.5144031212
140	0.508650088
150	0.5036105595
