iter	Logloss
0	0.6875749118
10	0.6465924305
20	0.6232112391
30	0.609197806
40	0.5998560638
50	0.5930541253
60	0.5876214128
70	0.5824518184
80	0.5780968101
90	0.5740005006
100	0.5698869066
110	0.5663428137
120	0.562667429
130	0.5596264786
140	0.5559356981
