iter	Logloss
0	0.687848312
10	0.6491475251
20	0.6276313298
30	0.6145789804
40	0.6059747377
50	0.5995138572
60	0.5945420278
70	0.5903056569
80	0.586314667
90	0.5824335652
100	0.5789305429
110	0.5763902258
120	0.5731492359
130	0.5700529767
140	0.566575901
150	0.5640666629
160	0.5616748403
170	0.5586464986
180	0.5558401574
190	0.552633839
200	0.5503050297
210	0.5476329266
220	0.5451346373
230	0.5422461793
