iter	Logloss
0	0.6873490542
10	0.6451940905
20	0.6201577153
30	0.60500508
40	0.593416703
50	0.5844222935
60	0.5772307759
70	0.5708440647
80	0.5646066364
90	0.5589110354
100	0.5537999276
110	0.5490406939
120	0.5438886306
130	0.5387100082
140	0.5341576894
150	0.5296133052
